count, data_out
      27928,`95
      27929,`14
      27930,`ea
      27931,`a7
      27932,`56
      27933,`ac
      27934,`7b
      27935,`be
      27936,`a0
      27937,`a7
      27938,`13
      27939,`74
      27940,`70
      27941,`fe
      27942,`aa
      27943,`59
      27944,`c8
      27945,`95
      27946,`83
      27947,`c2
      27948,`ef
      27949,`b8
      27950,`bb
      27951,`a9
      27952,`5a
      27953,`83
      27954,`1e
      27955,`4f
      27956,`74
      27957,`20
      27958,`7e
      27959,`f7
      27960,`5d
      27961,`79
      27962,`29
      27963,`8a
      27964,`9f
      27965,`7f
      27966,`69
      27967,`8c
      27968,`41
      27969,`a9
      27970,`b7
      27971,`9b
      27972,`a7
      27973,`2d
      27974,`a4
      27975,`cb
      27976,`37
      27977,`f0
      27978,`b3
      27979,`2e
      27980,`fb
      27981,`20
      27982,`ec
      27983,`07
      27984,`50
      27985,`87
      27986,`f5
      27987,`c3
      27988,`ab
      27989,`59
      27990,`c9
      27991,`ad
      27992,`c2
      27993,`c7
      27994,`78
      27995,`95
      27996,`2b
      27997,`02
      27998,`5d
      27999,`9a
      28000,`61
      28001,`bc
      28002,`c8
      28003,`65
      28004,`03
      28005,`24
      28006,`e3
      28007,`6b
      28008,`7e
      28009,`b3
      28010,`bd
      28011,`33
      28012,`6c
      28013,`17
      28014,`4c
      28015,`34
      28016,`23
      28017,`78
      28018,`64
      28019,`93
      28020,`a5
      28021,`54
      28022,`de
      28023,`89
      28024,`36
      28025,`84
      28026,`d2
      28027,`68
      28028,`03
      28029,`28
      28030,`c3
      28031,`66
      28032,`41
      28033,`57
      28034,`67
      28035,`f2
      28036,`9e
      28037,`34
      28038,`e0
      28039,`30
      28040,`75
      28041,`6c
      28042,`5f
      28043,`8c
      28044,`73
      28045,`59
      28046,`01
      28047,`6d
      28048,`19
      28049,`1d
      28050,`83
      28051,`57
      28052,`b7
      28053,`72
      28054,`5f
      28055,`90
      28056,`d3
      28057,`47
      28058,`6a
      28059,`f9
      28060,`1a
      28061,`de
      28062,`c8
      28063,`0e
      28064,`8b
      28065,`87
      28066,`3e
      28067,`4b
      28068,`b3
      28069,`8c
      28070,`8b
      28071,`19
      28072,`ee
      28073,`4b
      28074,`72
      28075,`b4
      28076,`18
      28077,`ec
      28078,`3a
      28079,`c8
      28080,`ff
      28081,`33
      28082,`20
      28083,`37
      28084,`0f
      28085,`5b
      28086,`06
      28087,`c7
      28088,`ae
      28089,`85
      28090,`6c
      28091,`b9
      28092,`1c
      28093,`00
      28094,`1e
      28095,`d0
      28096,`9c
      28097,`61
      28098,`ba
      28099,`58
      28100,`e3
      28101,`1c
      28102,`56
      28103,`0e
      28104,`0b
      28105,`87
      28106,`a2
      28107,`eb
      28108,`31
      28109,`47
      28110,`9d
      28111,`d1
      28112,`3b
      28113,`c8
      28114,`fe
      28115,`0b
      28116,`61
      28117,`32
      28118,`98
      28119,`76
      28120,`96
      28121,`6c
      28122,`a9
      28123,`9c
      28124,`13
      28125,`4a
      28126,`a0
      28127,`45
      28128,`63
      28129,`03
      28130,`22
      28131,`73
      28132,`ed
      28133,`61
      28134,`c1
      28135,`50
      28136,`53
      28137,`95
      28138,`06
      28139,`1a
      28140,`36
      28141,`08
      28142,`f2
      28143,`f9
      28144,`9c
      28145,`4e
      28146,`d2
      28147,`b1
      28148,`7b
      28149,`a1
      28150,`48
      28151,`7a
      28152,`77
      28153,`59
      28154,`05
      28155,`8d
      28156,`1d
      28157,`08
      28158,`df
      28159,`e1
      28160,`f7
      28161,`dc
      28162,`41
      28163,`f4
      28164,`2f
      28165,`8a
      28166,`99
      28167,`ef
      28168,`ef
      28169,`93
      28170,`33
      28171,`44
      28172,`d7
      28173,`62
      28174,`b6
      28175,`7b
      28176,`a6
      28177,`e0
      28178,`bd
      28179,`6d
      28180,`bc
      28181,`c5
      28182,`7d
      28183,`4f
      28184,`1e
      28185,`90
      28186,`9c
      28187,`2f
      28188,`ea
      28189,`99
      28190,`86
      28191,`17
      28192,`b2
      28193,`e4
      28194,`4a
      28195,`41
      28196,`7d
      28197,`d7
      28198,`5e
      28199,`16
      28200,`42
      28201,`65
      28202,`94
      28203,`0c
      28204,`ab
      28205,`85
      28206,`69
      28207,`61
      28208,`59
      28209,`10
      28210,`d5
      28211,`4b
      28212,`4c
      28213,`64
      28214,`a3
      28215,`25
      28216,`60
      28217,`22
      28218,`19
      28219,`5d
      28220,`83
      28221,`19
      28222,`e7
      28223,`b3
      28224,`3a
      28225,`9b
      28226,`37
      28227,`ad
      28228,`2b
      28229,`3f
      28230,`c5
      28231,`e2
      28232,`a7
      28233,`5f
      28234,`54
      28235,`33
      28236,`91
      28237,`8f
      28238,`e6
      28239,`02
      28240,`83
      28241,`4a
      28242,`2f
      28243,`2d
      28244,`31
      28245,`93
      28246,`fd
      28247,`14
      28248,`8a
      28249,`a7
      28250,`3f
      28251,`54
      28252,`5a
      28253,`69
      28254,`ae
      28255,`31
      28256,`0c
      28257,`15
      28258,`55
      28259,`4e
      28260,`08
      28261,`81
      28262,`31
      28263,`25
      28264,`ed
      28265,`3a
      28266,`c9
      28267,`c7
      28268,`72
      28269,`25
      28270,`a0
      28271,`22
      28272,`cb
      28273,`ad
      28274,`c0
      28275,`b7
      28276,`fa
      28277,`9f
      28278,`05
      28279,`59
      28280,`7d
      28281,`cd
      28282,`6e
      28283,`8e
      28284,`36
      28285,`83
      28286,`7a
      28287,`af
      28288,`19
      28289,`cd
      28290,`03
      28291,`96
      28292,`13
      28293,`41
      28294,`28
      28295,`8f
      28296,`46
      28297,`02
      28298,`38
      28299,`42
      28300,`4d
      28301,`54
      28302,`22
      28303,`29
      28304,`dd
      28305,`b7
      28306,`e5
      28307,`77
      28308,`d8
      28309,`3d
      28310,`50
      28311,`b8
      28312,`1d
      28313,`39
      28314,`67
      28315,`94
      28316,`0e
      28317,`db
      28318,`07
      28319,`63
      28320,`4f
      28321,`02
      28322,`30
      28323,`82
      28324,`44
      28325,`7e
      28326,`9a
      28327,`45
      28328,`5c
      28329,`eb
      28330,`d8
      28331,`bf
      28332,`20
      28333,`a6
      28334,`b7
      28335,`95
      28336,`f7
      28337,`a2
      28338,`91
      28339,`01
      28340,`b6
      28341,`11
      28342,`16
      28343,`02
      28344,`65
      28345,`da
      28346,`5c
      28347,`6a
      28348,`e0
      28349,`62
      28350,`85
      28351,`b3
      28352,`51
      28353,`13
      28354,`94
      28355,`70
      28356,`0b
      28357,`f2
      28358,`fa
      28359,`d4
      28360,`8d
      28361,`dd
      28362,`08
      28363,`0d
      28364,`11
      28365,`b4
      28366,`72
      28367,`5c
      28368,`d8
      28369,`10
      28370,`48
      28371,`d3
      28372,`8f
      28373,`aa
      28374,`22
      28375,`c0
      28376,`25
      28377,`0a
      28378,`92
      28379,`fb
      28380,`85
      28381,`34
      28382,`f9
      28383,`48
      28384,`2e
      28385,`17
      28386,`00
      28387,`14
      28388,`60
      28389,`17
      28390,`41
      28391,`2c
      28392,`6f
      28393,`42
      28394,`17
      28395,`64
      28396,`f4
      28397,`0d
      28398,`fa
      28399,`3c
      28400,`4d
      28401,`21
      28402,`7a
      28403,`16
      28404,`61
      28405,`2d
      28406,`70
      28407,`ab
      28408,`f2
      28409,`41
      28410,`dc
      28411,`ef
      28412,`a4
      28413,`1b
      28414,`b7
      28415,`31
      28416,`17
      28417,`1d
      28418,`8c
      28419,`3f
      28420,`79
      28421,`42
      28422,`02
      28423,`3c
      28424,`a2
      28425,`49
      28426,`41
      28427,`7e
      28428,`9f
      28429,`9d
      28430,`19
      28431,`fb
      28432,`13
      28433,`24
      28434,`f0
      28435,`a3
      28436,`ae
      28437,`e8
      28438,`74
      28439,`9c
      28440,`de
      28441,`52
      28442,`3e
      28443,`8f
      28444,`53
      28445,`5a
      28446,`6e
      28447,`06
      28448,`f6
      28449,`16
      28450,`f0
      28451,`95
      28452,`be
      28453,`5a
      28454,`97
      28455,`7e
      28456,`58
      28457,`35
      28458,`0c
      28459,`11
      28460,`b5
      28461,`4a
      28462,`1d
      28463,`dd
      28464,`87
      28465,`65
      28466,`43
      28467,`24
      28468,`ad
      28469,`3b
      28470,`bf
      28471,`d6
      28472,`b6
      28473,`d7
      28474,`86
      28475,`56
      28476,`8a
      28477,`eb
      28478,`1f
      28479,`17
      28480,`35
      28481,`4c
      28482,`11
      28483,`fb
      28484,`1a
      28485,`dc
      28486,`b8
      28487,`8c
      28488,`81
      28489,`a9
      28490,`65
      28491,`6b
      28492,`e4
      28493,`83
      28494,`b9
      28495,`e7
      28496,`08
      28497,`32
      28498,`f9
      28499,`4e
      28500,`be
      28501,`91
      28502,`1f
      28503,`66
      28504,`8d
      28505,`77
      28506,`b8
      28507,`3d
      28508,`39
      28509,`40
      28510,`3c
      28511,`ee
      28512,`69
      28513,`02
      28514,`11
      28515,`ba
      28516,`22
      28517,`d3
      28518,`ed
      28519,`da
      28520,`c9
      28521,`32
      28522,`2a
      28523,`86
      28524,`bc
      28525,`3a
      28526,`95
      28527,`67
      28528,`22
      28529,`1e
      28530,`f5
      28531,`44
      28532,`03
      28533,`02
      28534,`73
      28535,`ca
      28536,`c9
      28537,`21
      28538,`e2
      28539,`56
      28540,`e7
      28541,`f3
      28542,`3a
      28543,`d5
      28544,`67
      28545,`6c
      28546,`4e
      28547,`34
      28548,`21
      28549,`08
      28550,`e6
      28551,`99
      28552,`8b
      28553,`0f
      28554,`fe
      28555,`de
      28556,`39
      28557,`b6
      28558,`2c
      28559,`8e
      28560,`7a
      28561,`a3
      28562,`39
      28563,`c0
      28564,`3c
      28565,`72
      28566,`c9
      28567,`80
      28568,`da
      28569,`ac
      28570,`ea
      28571,`06
      28572,`6e
      28573,`56
      28574,`76
      28575,`4b
      28576,`f4
      28577,`24
      28578,`02
      28579,`53
      28580,`ca
      28581,`ee
      28582,`89
      28583,`02
      28584,`e4
      28585,`e2
      28586,`81
      28587,`cf
      28588,`f5
      28589,`84
      28590,`03
      28591,`d0
      28592,`83
      28593,`89
      28594,`67
      28595,`3c
      28596,`ce
      28597,`69
      28598,`25
      28599,`b9
      28600,`5a
      28601,`90
      28602,`d6
      28603,`9f
      28604,`2f
      28605,`e9
      28606,`d1
      28607,`45
      28608,`18
      28609,`0b
      28610,`92
      28611,`fa
      28612,`bd
      28613,`75
      28614,`fc
      28615,`df
      28616,`03
      28617,`87
      28618,`ab
      28619,`13
      28620,`79
      28621,`68
      28622,`b2
      28623,`90
      28624,`2a
      28625,`3f
      28626,`c4
      28627,`da
      28628,`e6
      28629,`5a
      28630,`c3
      28631,`1e
      28632,`01
      28633,`24
      28634,`e1
      28635,`1b
      28636,`fc
      28637,`b9
      28638,`93
      28639,`68
      28640,`4c
      28641,`40
      28642,`43
      28643,`06
      28644,`dd
      28645,`9e
      28646,`1d
      28647,`18
      28648,`5f
      28649,`f2
      28650,`a3
      28651,`ac
      28652,`98
      28653,`f6
      28654,`96
      28655,`f0
      28656,`09
      28657,`1e
      28658,`d8
      28659,`5c
      28660,`68
      28661,`90
      28662,`e0
      28663,`8f
      28664,`9d
      28665,`0a
      28666,`33
      28667,`c3
      28668,`7f
      28669,`39
      28670,`0c
      28671,`1c
      28672,`ad
      28673,`06
      28674,`27
      28675,`ae
      28676,`70
      28677,`34
      28678,`1a
      28679,`00
      28680,`18
      28681,`40
      28682,`1a
      28683,`7e
      28684,`c8
      28685,`b5
      28686,`83
      28687,`e5
      28688,`47
      28689,`58
      28690,`09
      28691,`ac
      28692,`28
      28693,`76
      28694,`3e
      28695,`ac
      28696,`1b
      28697,`be
      28698,`c9
      28699,`5f
      28700,`32
      28701,`a3
      28702,`7e
      28703,`68
      28704,`b5
      28705,`38
      28706,`ed
      28707,`25
      28708,`21
      28709,`1a
      28710,`16
      28711,`08
      28712,`d5
      28713,`51
      28714,`7c
      28715,`fc
      28716,`d7
      28717,`c3
      28718,`8e
      28719,`81
      28720,`ab
      28721,`15
      28722,`e9
      28723,`ee
      28724,`ad
      28725,`e2
      28726,`c7
      28727,`5f
      28728,`3d
      28729,`cb
      28730,`b0
