count, parallel 8 bit, parallel 14 bit, serial
       2976,'89,'157f,'3e
       2977,'43,'2ee6,'7d
       2978,'9f,'3634,'fa
       2979,'3a,'1b5b,'f4
       2980,'8b,'0712,'e8
       2981,'3c,'14fa,'d0
       2982,'0a,'1167,'a1
       2983,'83,'051e,'43
       2984,'c0,'0106,'87
       2985,'5f,'2afe,'0e
       2986,'65,'1dcc,'1c
       2987,'ee,'2c69,'38
       2988,'d2,'36b7,'71
       2989,'d8,'0e24,'e2
       2990,'5b,'29f4,'c4
       2991,'9b,'22ce,'89
       2992,'c4,'0a3c,'12
       2993,'a1,'020c,'24
       2994,'4f,'15fc,'49
       2995,'9d,'3b99,'93
       2996,'45,'18d2,'26
       2997,'1e,'2d6f,'4d
       2998,'85,'1c49,'9b
       2999,'41,'13e8,'36
       3000,'e0,'059d,'6d
       3001,'af,'1479,'da
       3002,'32,'0418,'b5
       3003,'77,'2bf8,'6b
       3004,'69,'3732,'d6
       3005,'ec,'31a5,'ad
       3006,'ad,'1ade,'5b
       3007,'4d,'3893,'b7
       3008,'e2,'27d0,'6f
       3009,'d0,'0b3a,'de
       3010,'a7,'28f2,'bd
       3011,'ce,'0830,'7b
       3012,'22,'17f0,'f6
       3013,'8f,'2e65,'ec
       3014,'c2,'234b,'d8
       3015,'20,'35bd,'b1
       3016,'f0,'3126,'63
       3017,'57,'0fa1,'c6
       3018,'99,'1675,'8d
       3019,'bb,'11e4,'1a
       3020,'34,'1061,'34
       3021,'f6,'2fe0,'69
       3022,'d6,'1cca,'d2
       3023,'26,'0697,'a5
       3024,'71,'2b7b,'4b
       3025,'e8,'224d,'97
       3026,'53,'1f43,'2e
       3027,'67,'2cea,'5d
       3028,'91,'23c8,'bb
       3029,'47,'20c2,'77
       3030,'61,'1fc0,'ee
       3031,'10,'3995,'dc
       3032,'f8,'0d2e,'b9
       3033,'ab,'16f6,'73
       3034,'cc,'049b,'e6
       3035,'5d,'3e87,'cc
       3036,'1a,'19d4,'99
       3037,'7b,'0791,'32
       3038,'6b,'0185,'65
       3039,'93,'3f81,'ca
       3040,'38,'332a,'95
       3041,'f4,'1a5d,'2a
       3042,'a9,'2dec,'55
       3043,'b3,'0936,'ab
       3044,'c8,'3d0e,'57
       3045,'a3,'33a9,'af
       3046,'30,'0f22,'5f
       3047,'08,'030a,'bf
       3048,'fc,'3f02,'7f
       3049,'55,'2655,'fe
       3050,'e6,'34bb,'fc
       3051,'2e,'1bd8,'f8
       3052,'8d,'126d,'f0
       3053,'bd,'3a1c,'e0
       3054,'b5,'2753,'c0
       3055,'49,'1e45,'81
       3056,'1c,'0614,'02
       3057,'fa,'3e04,'04
       3058,'d4,'0cab,'08
       3059,'59,'2977,'10
       3060,'e4,'37b1,'20
       3061,'51,'24da,'41
       3062,'18,'3438,'83
       3063,'04,'0ea7,'06
       3064,'fe,'3c8b,'0c
       3065,'2a,'0c28,'18
       3066,'73,'3c08,'30
       3067,'97,'1957,'61
       3068,'c6,'12ee,'c2
       3069,'de,'2f63,'85
       3070,'da,'09b5,'0a
       3071,'24,'2871,'14
       3072,'0e,'1d4f,'28
       3073,'7d,'3916,'51
       3074,'ea,'1851,'a3
       3075,'2c,'3810,'47
       3076,'f2,'32af,'8f
       3077,'28,'25dc,'1e
       3078,'0c,'1ec6,'3c
       3079,'02,'136b,'79
       3080,'7f,'10e2,'f2
       3081,'95,'3a9f,'e4
       3082,'b9,'322c,'c8
       3083,'4b,'30a3,'91
       3084,'63,'3020,'22
       3085,'6f,'255f,'45
       3086,'6d,'0bb9,'8b
       3087,'12,'3d8d,'16
       3088,'87,'26d6,'2c
       3089,'3e,'21c4,'59
       3090,'75,'353e,'b3
       3091,'16,'2459,'67
       3092,'79,'2147,'ce
       3093,'14,'2041,'9d
       3094,'06,'0abf,'3a
       3095,'81,'1773,'75
       3096,'bf,'3b1a,'ea
       3097,'ca,'0dad,'d4
       3098,'dc,'0389,'a9
       3099,'a5,'2a7d,'53
       3100,'b1,'08b3,'a7
       3101,'b7,'028f,'4f
       3102,'36,'0083,'9f
       3103,'89,'157f,'3e
       3104,'43,'2ee6,'7d
       3105,'9f,'3634,'fa
       3106,'3a,'1b5b,'f4
       3107,'8b,'0712,'e8
       3108,'3c,'14fa,'d0
       3109,'0a,'1167,'a1
       3110,'83,'051e,'43
       3111,'c0,'0106,'87
       3112,'5f,'2afe,'0e
       3113,'65,'1dcc,'1c
       3114,'ee,'2c69,'38
       3115,'d2,'36b7,'71
       3116,'d8,'0e24,'e2
       3117,'5b,'29f4,'c4
       3118,'9b,'22ce,'89
       3119,'c4,'0a3c,'12
       3120,'a1,'020c,'24
       3121,'4f,'15fc,'49
       3122,'9d,'3b99,'93
       3123,'45,'18d2,'26
       3124,'1e,'2d6f,'4d
       3125,'85,'1c49,'9b
       3126,'41,'13e8,'36
       3127,'e0,'059d,'6d
       3128,'af,'1479,'da
       3129,'32,'0418,'b5
       3130,'77,'2bf8,'6b
       3131,'69,'3732,'d6
       3132,'ec,'31a5,'ad
       3133,'ad,'1ade,'5b
       3134,'4d,'3893,'b7
       3135,'e2,'27d0,'6f
       3136,'d0,'0b3a,'de
       3137,'a7,'28f2,'bd
       3138,'ce,'0830,'7b
       3139,'22,'17f0,'f6
       3140,'8f,'2e65,'ec
       3141,'c2,'234b,'d8
       3142,'20,'35bd,'b1
       3143,'f0,'3126,'63
       3144,'57,'0fa1,'c6
       3145,'99,'1675,'8d
       3146,'bb,'11e4,'1a
       3147,'34,'1061,'34
       3148,'f6,'2fe0,'69
       3149,'d6,'1cca,'d2
       3150,'26,'0697,'a5
       3151,'71,'2b7b,'4b
       3152,'e8,'224d,'97
       3153,'53,'1f43,'2e
       3154,'67,'2cea,'5d
       3155,'91,'23c8,'bb
       3156,'47,'20c2,'77
       3157,'61,'1fc0,'ee
       3158,'10,'3995,'dc
       3159,'f8,'0d2e,'b9
       3160,'ab,'16f6,'73
       3161,'cc,'049b,'e6
       3162,'5d,'3e87,'cc
       3163,'1a,'19d4,'99
       3164,'7b,'0791,'32
       3165,'6b,'0185,'65
       3166,'93,'3f81,'ca
       3167,'38,'332a,'95
       3168,'f4,'1a5d,'2a
       3169,'a9,'2dec,'55
       3170,'b3,'0936,'ab
       3171,'c8,'3d0e,'57
       3172,'a3,'33a9,'af
       3173,'30,'0f22,'5f
       3174,'08,'030a,'bf
       3175,'fc,'3f02,'7f
       3176,'55,'2655,'fe
       3177,'e6,'34bb,'fc
       3178,'2e,'1bd8,'f8
       3179,'8d,'126d,'f0
       3180,'bd,'3a1c,'e0
       3181,'b5,'2753,'c0
       3182,'49,'1e45,'81
       3183,'1c,'0614,'02
       3184,'fa,'3e04,'04
       3185,'d4,'0cab,'08
       3186,'59,'2977,'10
       3187,'e4,'37b1,'20
       3188,'51,'24da,'41
       3189,'18,'3438,'83
       3190,'04,'0ea7,'06
       3191,'fe,'3c8b,'0c
       3192,'2a,'0c28,'18
       3193,'73,'3c08,'30
       3194,'97,'1957,'61
       3195,'c6,'12ee,'c2
       3196,'de,'2f63,'85
       3197,'da,'09b5,'0a
       3198,'24,'2871,'14
       3199,'0e,'1d4f,'28
       3200,'7d,'3916,'51
       3201,'ea,'1851,'a3
       3202,'2c,'3810,'47
       3203,'f2,'32af,'8f
       3204,'28,'25dc,'1e
       3205,'0c,'1ec6,'3c
       3206,'02,'136b,'79
       3207,'7f,'10e2,'f2
       3208,'95,'3a9f,'e4
       3209,'b9,'322c,'c8
       3210,'4b,'30a3,'91
       3211,'63,'3020,'22
       3212,'6f,'255f,'45
       3213,'6d,'0bb9,'8b
       3214,'12,'3d8d,'16
       3215,'87,'26d6,'2c
       3216,'3e,'21c4,'59
       3217,'75,'353e,'b3
       3218,'16,'2459,'67
       3219,'79,'2147,'ce
       3220,'14,'2041,'9d
       3221,'06,'0abf,'3a
       3222,'81,'1773,'75
       3223,'bf,'3b1a,'ea
       3224,'ca,'0dad,'d4
       3225,'dc,'0389,'a9
       3226,'a5,'2a7d,'53
       3227,'b1,'08b3,'a7
       3228,'b7,'028f,'4f
       3229,'36,'0083,'9f
       3230,'89,'157f,'3e
       3231,'43,'2ee6,'7d
       3232,'9f,'3634,'fa
       3233,'3a,'1b5b,'f4
       3234,'8b,'0712,'e8
       3235,'3c,'14fa,'d0
       3236,'0a,'1167,'a1
       3237,'83,'051e,'43
       3238,'c0,'0106,'87
       3239,'5f,'2afe,'0e
       3240,'65,'1dcc,'1c
       3241,'ee,'2c69,'38
       3242,'d2,'36b7,'71
       3243,'d8,'0e24,'e2
       3244,'5b,'29f4,'c4
       3245,'9b,'22ce,'89
       3246,'c4,'0a3c,'12
       3247,'a1,'020c,'24
       3248,'4f,'15fc,'49
       3249,'9d,'3b99,'93
       3250,'45,'18d2,'26
       3251,'1e,'2d6f,'4d
       3252,'85,'1c49,'9b
       3253,'41,'13e8,'36
       3254,'e0,'059d,'6d
       3255,'af,'1479,'da
       3256,'32,'0418,'b5
       3257,'77,'2bf8,'6b
       3258,'69,'3732,'d6
       3259,'ec,'31a5,'ad
       3260,'ad,'1ade,'5b
       3261,'4d,'3893,'b7
       3262,'e2,'27d0,'6f
       3263,'d0,'0b3a,'de
       3264,'a7,'28f2,'bd
       3265,'ce,'0830,'7b
       3266,'22,'17f0,'f6
       3267,'8f,'2e65,'ec
       3268,'c2,'234b,'d8
       3269,'20,'35bd,'b1
       3270,'f0,'3126,'63
       3271,'57,'0fa1,'c6
       3272,'99,'1675,'8d
       3273,'bb,'11e4,'1a
       3274,'34,'1061,'34
       3275,'f6,'2fe0,'69
       3276,'d6,'1cca,'d2
       3277,'26,'0697,'a5
       3278,'71,'2b7b,'4b
       3279,'e8,'224d,'97
       3280,'53,'1f43,'2e
       3281,'67,'2cea,'5d
       3282,'91,'23c8,'bb
       3283,'47,'20c2,'77
       3284,'61,'1fc0,'ee
       3285,'10,'3995,'dc
       3286,'f8,'0d2e,'b9
       3287,'ab,'16f6,'73
       3288,'cc,'049b,'e6
       3289,'5d,'3e87,'cc
       3290,'1a,'19d4,'99
       3291,'7b,'0791,'32
       3292,'6b,'0185,'65
       3293,'93,'3f81,'ca
       3294,'38,'332a,'95
       3295,'f4,'1a5d,'2a
       3296,'a9,'2dec,'55
       3297,'b3,'0936,'ab
       3298,'c8,'3d0e,'57
       3299,'a3,'33a9,'af
       3300,'30,'0f22,'5f
       3301,'08,'030a,'bf
       3302,'fc,'3f02,'7f
       3303,'55,'2655,'fe
       3304,'e6,'34bb,'fc
       3305,'2e,'1bd8,'f8
       3306,'8d,'126d,'f0
       3307,'bd,'3a1c,'e0
       3308,'b5,'2753,'c0
       3309,'49,'1e45,'81
       3310,'1c,'0614,'02
       3311,'fa,'3e04,'04
       3312,'d4,'0cab,'08
       3313,'59,'2977,'10
       3314,'e4,'37b1,'20
       3315,'51,'24da,'41
       3316,'18,'3438,'83
       3317,'04,'0ea7,'06
       3318,'fe,'3c8b,'0c
       3319,'2a,'0c28,'18
       3320,'73,'3c08,'30
       3321,'97,'1957,'61
       3322,'c6,'12ee,'c2
       3323,'de,'2f63,'85
       3324,'da,'09b5,'0a
       3325,'24,'2871,'14
       3326,'0e,'1d4f,'28
       3327,'7d,'3916,'51
       3328,'ea,'1851,'a3
       3329,'2c,'3810,'47
       3330,'f2,'32af,'8f
       3331,'28,'25dc,'1e
       3332,'0c,'1ec6,'3c
       3333,'02,'136b,'79
       3334,'7f,'10e2,'f2
       3335,'95,'3a9f,'e4
       3336,'b9,'322c,'c8
       3337,'4b,'30a3,'91
       3338,'63,'3020,'22
       3339,'6f,'255f,'45
       3340,'6d,'0bb9,'8b
       3341,'12,'3d8d,'16
       3342,'87,'26d6,'2c
       3343,'3e,'21c4,'59
       3344,'75,'353e,'b3
       3345,'16,'2459,'67
       3346,'79,'2147,'ce
       3347,'14,'2041,'9d
       3348,'06,'0abf,'3a
       3349,'81,'1773,'75
       3350,'bf,'3b1a,'ea
       3351,'ca,'0dad,'d4
       3352,'dc,'0389,'a9
       3353,'a5,'2a7d,'53
       3354,'b1,'08b3,'a7
       3355,'b7,'028f,'4f
       3356,'36,'0083,'9f
       3357,'89,'157f,'3e
       3358,'43,'2ee6,'7d
       3359,'9f,'3634,'fa
       3360,'3a,'1b5b,'f4
       3361,'8b,'0712,'e8
       3362,'3c,'14fa,'d0
       3363,'0a,'1167,'a1
       3364,'83,'051e,'43
       3365,'c0,'0106,'87
       3366,'5f,'2afe,'0e
       3367,'65,'1dcc,'1c
       3368,'ee,'2c69,'38
       3369,'d2,'36b7,'71
       3370,'d8,'0e24,'e2
       3371,'5b,'29f4,'c4
       3372,'9b,'22ce,'89
       3373,'c4,'0a3c,'12
       3374,'a1,'020c,'24
       3375,'4f,'15fc,'49
       3376,'9d,'3b99,'93
       3377,'45,'18d2,'26
       3378,'1e,'2d6f,'4d
       3379,'85,'1c49,'9b
       3380,'41,'13e8,'36
       3381,'e0,'059d,'6d
       3382,'af,'1479,'da
       3383,'32,'0418,'b5
       3384,'77,'2bf8,'6b
       3385,'69,'3732,'d6
       3386,'ec,'31a5,'ad
       3387,'ad,'1ade,'5b
       3388,'4d,'3893,'b7
       3389,'e2,'27d0,'6f
       3390,'d0,'0b3a,'de
       3391,'a7,'28f2,'bd
       3392,'ce,'0830,'7b
       3393,'22,'17f0,'f6
       3394,'8f,'2e65,'ec
       3395,'c2,'234b,'d8
       3396,'20,'35bd,'b1
       3397,'f0,'3126,'63
       3398,'57,'0fa1,'c6
       3399,'99,'1675,'8d
       3400,'bb,'11e4,'1a
       3401,'34,'1061,'34
       3402,'f6,'2fe0,'69
       3403,'d6,'1cca,'d2
       3404,'26,'0697,'a5
       3405,'71,'2b7b,'4b
       3406,'e8,'224d,'97
       3407,'53,'1f43,'2e
       3408,'67,'2cea,'5d
       3409,'91,'23c8,'bb
       3410,'47,'20c2,'77
       3411,'61,'1fc0,'ee
       3412,'10,'3995,'dc
       3413,'f8,'0d2e,'b9
       3414,'ab,'16f6,'73
       3415,'cc,'049b,'e6
       3416,'5d,'3e87,'cc
       3417,'1a,'19d4,'99
       3418,'7b,'0791,'32
       3419,'6b,'0185,'65
       3420,'93,'3f81,'ca
       3421,'38,'332a,'95
       3422,'f4,'1a5d,'2a
       3423,'a9,'2dec,'55
       3424,'b3,'0936,'ab
       3425,'c8,'3d0e,'57
       3426,'a3,'33a9,'af
       3427,'30,'0f22,'5f
       3428,'08,'030a,'bf
       3429,'fc,'3f02,'7f
       3430,'55,'2655,'fe
       3431,'e6,'34bb,'fc
       3432,'2e,'1bd8,'f8
       3433,'8d,'126d,'f0
       3434,'bd,'3a1c,'e0
       3435,'b5,'2753,'c0
       3436,'49,'1e45,'81
       3437,'1c,'0614,'02
       3438,'fa,'3e04,'04
       3439,'d4,'0cab,'08
       3440,'59,'2977,'10
       3441,'e4,'37b1,'20
       3442,'51,'24da,'41
       3443,'18,'3438,'83
       3444,'04,'0ea7,'06
       3445,'fe,'3c8b,'0c
       3446,'2a,'0c28,'18
       3447,'73,'3c08,'30
       3448,'97,'1957,'61
       3449,'c6,'12ee,'c2
       3450,'de,'2f63,'85
       3451,'da,'09b5,'0a
       3452,'24,'2871,'14
       3453,'0e,'1d4f,'28
       3454,'7d,'3916,'51
       3455,'ea,'1851,'a3
       3456,'2c,'3810,'47
       3457,'f2,'32af,'8f
       3458,'28,'25dc,'1e
       3459,'0c,'1ec6,'3c
       3460,'02,'136b,'79
       3461,'7f,'10e2,'f2
       3462,'95,'3a9f,'e4
       3463,'b9,'322c,'c8
       3464,'4b,'30a3,'91
       3465,'63,'3020,'22
       3466,'6f,'255f,'45
       3467,'6d,'0bb9,'8b
       3468,'12,'3d8d,'16
       3469,'87,'26d6,'2c
       3470,'3e,'21c4,'59
       3471,'75,'353e,'b3
       3472,'16,'2459,'67
       3473,'79,'2147,'ce
       3474,'14,'2041,'9d
       3475,'06,'0abf,'3a
       3476,'81,'1773,'75
       3477,'bf,'3b1a,'ea
       3478,'ca,'0dad,'d4
       3479,'dc,'0389,'a9
       3480,'a5,'2a7d,'53
       3481,'b1,'08b3,'a7
       3482,'b7,'028f,'4f
       3483,'36,'0083,'9f
       3484,'89,'157f,'3e
       3485,'43,'2ee6,'7d
       3486,'9f,'3634,'fa
       3487,'3a,'1b5b,'f4
       3488,'8b,'0712,'e8
       3489,'3c,'14fa,'d0
       3490,'0a,'1167,'a1
       3491,'83,'051e,'43
       3492,'c0,'0106,'87
       3493,'5f,'2afe,'0e
       3494,'65,'1dcc,'1c
       3495,'ee,'2c69,'38
       3496,'d2,'36b7,'71
       3497,'d8,'0e24,'e2
       3498,'5b,'29f4,'c4
       3499,'9b,'22ce,'89
       3500,'c4,'0a3c,'12
       3501,'a1,'020c,'24
       3502,'4f,'15fc,'49
       3503,'9d,'3b99,'93
       3504,'45,'18d2,'26
       3505,'1e,'2d6f,'4d
       3506,'85,'1c49,'9b
       3507,'41,'13e8,'36
       3508,'e0,'059d,'6d
       3509,'af,'1479,'da
       3510,'32,'0418,'b5
       3511,'77,'2bf8,'6b
       3512,'69,'3732,'d6
       3513,'ec,'31a5,'ad
       3514,'ad,'1ade,'5b
       3515,'4d,'3893,'b7
       3516,'e2,'27d0,'6f
       3517,'d0,'0b3a,'de
       3518,'a7,'28f2,'bd
       3519,'ce,'0830,'7b
       3520,'22,'17f0,'f6
       3521,'8f,'2e65,'ec
       3522,'c2,'234b,'d8
       3523,'20,'35bd,'b1
       3524,'f0,'3126,'63
       3525,'57,'0fa1,'c6
       3526,'99,'1675,'8d
       3527,'bb,'11e4,'1a
       3528,'34,'1061,'34
       3529,'f6,'2fe0,'69
       3530,'d6,'1cca,'d2
       3531,'26,'0697,'a5
       3532,'71,'2b7b,'4b
       3533,'e8,'224d,'97
       3534,'53,'1f43,'2e
       3535,'67,'2cea,'5d
       3536,'91,'23c8,'bb
       3537,'47,'20c2,'77
       3538,'61,'1fc0,'ee
       3539,'10,'3995,'dc
       3540,'f8,'0d2e,'b9
       3541,'ab,'16f6,'73
       3542,'cc,'049b,'e6
       3543,'5d,'3e87,'cc
       3544,'1a,'19d4,'99
       3545,'7b,'0791,'32
       3546,'6b,'0185,'65
       3547,'93,'3f81,'ca
       3548,'38,'332a,'95
       3549,'f4,'1a5d,'2a
       3550,'a9,'2dec,'55
       3551,'b3,'0936,'ab
       3552,'c8,'3d0e,'57
       3553,'a3,'33a9,'af
       3554,'30,'0f22,'5f
       3555,'08,'030a,'bf
       3556,'fc,'3f02,'7f
       3557,'55,'2655,'fe
       3558,'e6,'34bb,'fc
       3559,'2e,'1bd8,'f8
       3560,'8d,'126d,'f0
       3561,'bd,'3a1c,'e0
       3562,'b5,'2753,'c0
       3563,'49,'1e45,'81
       3564,'1c,'0614,'02
       3565,'fa,'3e04,'04
       3566,'d4,'0cab,'08
       3567,'59,'2977,'10
       3568,'e4,'37b1,'20
       3569,'51,'24da,'41
       3570,'18,'3438,'83
       3571,'04,'0ea7,'06
       3572,'fe,'3c8b,'0c
       3573,'2a,'0c28,'18
       3574,'73,'3c08,'30
       3575,'97,'1957,'61
       3576,'c6,'12ee,'c2
       3577,'de,'2f63,'85
       3578,'da,'09b5,'0a
       3579,'24,'2871,'14
       3580,'0e,'1d4f,'28
       3581,'7d,'3916,'51
       3582,'ea,'1851,'a3
       3583,'2c,'3810,'47
       3584,'f2,'32af,'8f
       3585,'28,'25dc,'1e
       3586,'0c,'1ec6,'3c
       3587,'02,'136b,'79
       3588,'7f,'10e2,'f2
       3589,'95,'3a9f,'e4
       3590,'b9,'322c,'c8
       3591,'4b,'30a3,'91
       3592,'63,'3020,'22
       3593,'6f,'255f,'45
       3594,'6d,'0bb9,'8b
       3595,'12,'3d8d,'16
       3596,'87,'26d6,'2c
       3597,'3e,'21c4,'59
       3598,'75,'353e,'b3
       3599,'16,'2459,'67
       3600,'79,'2147,'ce
       3601,'14,'2041,'9d
       3602,'06,'0abf,'3a
       3603,'81,'1773,'75
       3604,'bf,'3b1a,'ea
       3605,'ca,'0dad,'d4
       3606,'dc,'0389,'a9
       3607,'a5,'2a7d,'53
       3608,'b1,'08b3,'a7
       3609,'b7,'028f,'4f
       3610,'36,'0083,'9f
       3611,'89,'157f,'3e
       3612,'43,'2ee6,'7d
       3613,'9f,'3634,'fa
       3614,'3a,'1b5b,'f4
       3615,'8b,'0712,'e8
       3616,'3c,'14fa,'d0
       3617,'0a,'1167,'a1
       3618,'83,'051e,'43
       3619,'c0,'0106,'87
       3620,'5f,'2afe,'0e
       3621,'65,'1dcc,'1c
       3622,'ee,'2c69,'38
       3623,'d2,'36b7,'71
       3624,'d8,'0e24,'e2
       3625,'5b,'29f4,'c4
       3626,'9b,'22ce,'89
       3627,'c4,'0a3c,'12
       3628,'a1,'020c,'24
       3629,'4f,'15fc,'49
       3630,'9d,'3b99,'93
       3631,'45,'18d2,'26
       3632,'1e,'2d6f,'4d
       3633,'85,'1c49,'9b
       3634,'41,'13e8,'36
       3635,'e0,'059d,'6d
       3636,'af,'1479,'da
       3637,'32,'0418,'b5
       3638,'77,'2bf8,'6b
       3639,'69,'3732,'d6
       3640,'ec,'31a5,'ad
       3641,'ad,'1ade,'5b
       3642,'4d,'3893,'b7
       3643,'e2,'27d0,'6f
       3644,'d0,'0b3a,'de
       3645,'a7,'28f2,'bd
       3646,'ce,'0830,'7b
       3647,'22,'17f0,'f6
       3648,'8f,'2e65,'ec
       3649,'c2,'234b,'d8
       3650,'20,'35bd,'b1
       3651,'f0,'3126,'63
       3652,'57,'0fa1,'c6
       3653,'99,'1675,'8d
       3654,'bb,'11e4,'1a
       3655,'34,'1061,'34
       3656,'f6,'2fe0,'69
       3657,'d6,'1cca,'d2
       3658,'26,'0697,'a5
       3659,'71,'2b7b,'4b
       3660,'e8,'224d,'97
       3661,'53,'1f43,'2e
       3662,'67,'2cea,'5d
       3663,'91,'23c8,'bb
       3664,'47,'20c2,'77
       3665,'61,'1fc0,'ee
       3666,'10,'3995,'dc
       3667,'f8,'0d2e,'b9
       3668,'ab,'16f6,'73
       3669,'cc,'049b,'e6
       3670,'5d,'3e87,'cc
       3671,'1a,'19d4,'99
       3672,'7b,'0791,'32
       3673,'6b,'0185,'65
       3674,'93,'3f81,'ca
       3675,'38,'332a,'95
       3676,'f4,'1a5d,'2a
       3677,'a9,'2dec,'55
       3678,'b3,'0936,'ab
       3679,'c8,'3d0e,'57
       3680,'a3,'33a9,'af
       3681,'30,'0f22,'5f
       3682,'08,'030a,'bf
       3683,'fc,'3f02,'7f
       3684,'55,'2655,'fe
       3685,'e6,'34bb,'fc
       3686,'2e,'1bd8,'f8
       3687,'8d,'126d,'f0
       3688,'bd,'3a1c,'e0
       3689,'b5,'2753,'c0
       3690,'49,'1e45,'81
       3691,'1c,'0614,'02
       3692,'fa,'3e04,'04
       3693,'d4,'0cab,'08
       3694,'59,'2977,'10
       3695,'e4,'37b1,'20
       3696,'51,'24da,'41
       3697,'18,'3438,'83
       3698,'04,'0ea7,'06
       3699,'fe,'3c8b,'0c
       3700,'2a,'0c28,'18
       3701,'73,'3c08,'30
       3702,'97,'1957,'61
       3703,'c6,'12ee,'c2
       3704,'de,'2f63,'85
       3705,'da,'09b5,'0a
       3706,'24,'2871,'14
       3707,'0e,'1d4f,'28
       3708,'7d,'3916,'51
       3709,'ea,'1851,'a3
       3710,'2c,'3810,'47
       3711,'f2,'32af,'8f
       3712,'28,'25dc,'1e
       3713,'0c,'1ec6,'3c
       3714,'02,'136b,'79
       3715,'7f,'10e2,'f2
       3716,'95,'3a9f,'e4
       3717,'b9,'322c,'c8
       3718,'4b,'30a3,'91
       3719,'63,'3020,'22
       3720,'6f,'255f,'45
       3721,'6d,'0bb9,'8b
       3722,'12,'3d8d,'16
       3723,'87,'26d6,'2c
       3724,'3e,'21c4,'59
       3725,'75,'353e,'b3
       3726,'16,'2459,'67
       3727,'79,'2147,'ce
       3728,'14,'2041,'9d
       3729,'06,'0abf,'3a
       3730,'81,'1773,'75
       3731,'bf,'3b1a,'ea
       3732,'ca,'0dad,'d4
       3733,'dc,'0389,'a9
       3734,'a5,'2a7d,'53
       3735,'b1,'08b3,'a7
       3736,'b7,'028f,'4f
       3737,'36,'0083,'9f
       3738,'89,'157f,'3e
       3739,'43,'2ee6,'7d
       3740,'9f,'3634,'fa
       3741,'3a,'1b5b,'f4
       3742,'8b,'0712,'e8
       3743,'3c,'14fa,'d0
       3744,'0a,'1167,'a1
       3745,'83,'051e,'43
       3746,'c0,'0106,'87
       3747,'5f,'2afe,'0e
       3748,'65,'1dcc,'1c
       3749,'ee,'2c69,'38
       3750,'d2,'36b7,'71
       3751,'d8,'0e24,'e2
       3752,'5b,'29f4,'c4
       3753,'9b,'22ce,'89
       3754,'c4,'0a3c,'12
       3755,'a1,'020c,'24
       3756,'4f,'15fc,'49
       3757,'9d,'3b99,'93
       3758,'45,'18d2,'26
       3759,'1e,'2d6f,'4d
       3760,'85,'1c49,'9b
       3761,'41,'13e8,'36
       3762,'e0,'059d,'6d
       3763,'af,'1479,'da
       3764,'32,'0418,'b5
       3765,'77,'2bf8,'6b
       3766,'69,'3732,'d6
       3767,'ec,'31a5,'ad
